pProb,qProb,replicate,seqLen,aaaa,aaab,aaba,aabb,aabc,abaa,abab,abac,abba,abbb,abbc,abca,abcb,abcc,abcd,label
0.165,0.515,459,1000,0.104,0.029,0.153,0.023,0.029,0.139,0.01,0.041,0.144,0.022,0.043,0.175,0.037,0.031,0.02,1
0.255,0.295,170,1000,0.19,0.088,0.086,0.124,0.066,0.07,0.03,0.044,0.021,0.085,0.045,0.025,0.031,0.071,0.024,0
0.175,0.485,291,1000,0.115,0.051,0.098,0.105,0.099,0.055,0.036,0.04,0.025,0.097,0.03,0.045,0.083,0.089,0.032,0
0.535,0.275,901,1000,0.074,0.051,0.106,0.039,0.061,0.107,0.069,0.071,0.044,0.046,0.042,0.098,0.08,0.054,0.058,0
0.585,0.005,392,1000,0.161,0.001,0.252,0,0,0.223,0.002,0.002,0.121,0.001,0,0.229,0.003,0.005,0,1
0.235,0.025,199,1000,0.54,0.015,0.18,0.002,0.003,0.165,0.006,0.002,0.03,0.011,0.001,0.038,0.003,0.002,0.002,1
0.225,0.355,727,1000,0.171,0.091,0.12,0.134,0.104,0.061,0.021,0.022,0.022,0.064,0.032,0.043,0.04,0.048,0.027,1
0.515,0.295,193,1000,0.073,0.121,0.103,0.048,0.082,0.058,0.074,0.069,0.031,0.063,0.049,0.055,0.076,0.04,0.058,0
0.385,0.435,120,1000,0.068,0.078,0.081,0.086,0.103,0.063,0.042,0.066,0.039,0.072,0.064,0.059,0.058,0.084,0.037,0
0.305,0.625,709,1000,0.047,0.035,0.036,0.095,0.078,0.106,0.032,0.059,0.026,0.08,0.05,0.05,0.06,0.192,0.054,1
0.545,0.455,208,1000,0.049,0.06,0.054,0.035,0.078,0.082,0.07,0.105,0.032,0.054,0.076,0.071,0.098,0.065,0.071,1
0.195,0.195,994,1000,0.331,0.11,0.084,0.023,0.016,0.101,0.089,0.056,0.017,0.089,0.013,0.014,0.038,0.012,0.007,1
0.505,0.375,651,1000,0.067,0.058,0.068,0.04,0.052,0.089,0.081,0.076,0.043,0.085,0.074,0.071,0.069,0.072,0.055,0
0.325,0.085,811,1000,0.353,0.02,0.177,0.009,0.009,0.045,0.062,0.012,0.011,0.169,0.016,0.01,0.086,0.013,0.008,1
0.435,0.275,936,1000,0.106,0.129,0.058,0.025,0.037,0.123,0.075,0.129,0.031,0.047,0.059,0.049,0.056,0.038,0.038,1
0.005,0.505,204,1000,0.133,0.128,0.056,0.128,0.088,0.029,0.017,0.029,0.038,0.124,0.093,0.025,0.024,0.065,0.023,0
0.485,0.305,397,1000,0.091,0.062,0.101,0.074,0.076,0.094,0.029,0.072,0.037,0.073,0.038,0.073,0.05,0.078,0.052,0
0.185,0.155,25,1000,0.409,0.102,0.089,0.086,0.041,0.074,0.015,0.013,0.008,0.084,0.021,0.009,0.012,0.033,0.004,1
0.465,0.695,869,1000,0.025,0.058,0.076,0.059,0.128,0.039,0.038,0.099,0.034,0.046,0.085,0.07,0.082,0.079,0.082,1
0.265,0.625,811,1000,0.039,0.057,0.055,0.04,0.052,0.063,0.073,0.112,0.031,0.067,0.068,0.07,0.111,0.097,0.065,0
0.525,0.225,448,1000,0.121,0.131,0.048,0.029,0.028,0.145,0.076,0.146,0.022,0.05,0.051,0.042,0.034,0.047,0.03,1
0.505,0.395,208,1000,0.065,0.068,0.075,0.072,0.088,0.069,0.049,0.065,0.041,0.053,0.06,0.07,0.069,0.094,0.062,0
0.175,0.585,548,1000,0.052,0.058,0.084,0.084,0.115,0.077,0.031,0.058,0.034,0.046,0.061,0.084,0.055,0.097,0.064,0
0.565,0.735,918,1000,0.017,0.043,0.053,0.043,0.093,0.046,0.046,0.085,0.054,0.045,0.078,0.107,0.104,0.085,0.101,0
0.175,0.605,215,1000,0.062,0.049,0.08,0.083,0.09,0.096,0.034,0.059,0.034,0.054,0.056,0.079,0.066,0.097,0.061,0
0.105,0.005,330,1000,0.812,0.004,0.006,0.002,0,0.082,0,0,0.007,0.081,0,0.001,0,0.005,0,0
0.655,0.645,885,1000,0.013,0.058,0.056,0.052,0.091,0.038,0.052,0.074,0.045,0.052,0.1,0.092,0.093,0.097,0.087,0
0.505,0.745,775,1000,0.023,0.047,0.051,0.048,0.092,0.045,0.051,0.09,0.05,0.049,0.098,0.087,0.088,0.092,0.089,0
0.305,0.655,605,1000,0.036,0.041,0.088,0.02,0.054,0.036,0.101,0.067,0.035,0.105,0.049,0.067,0.192,0.056,0.053,1
0.415,0.185,338,1000,0.164,0.159,0.048,0.027,0.04,0.149,0.083,0.114,0.028,0.05,0.029,0.026,0.036,0.032,0.015,1
0.665,0.675,954,1000,0.015,0.046,0.045,0.051,0.093,0.048,0.051,0.09,0.052,0.054,0.09,0.088,0.088,0.099,0.09,0
0.695,0.045,8,1000,0.072,0.194,0.009,0.014,0.017,0.012,0.009,0.019,0.13,0.178,0.29,0.016,0.009,0.017,0.014,0
0.535,0.045,258,1000,0.165,0.019,0.011,0.097,0.008,0.236,0.01,0.009,0.013,0.228,0.011,0.016,0.015,0.154,0.008,0
0.345,0.555,297,1000,0.058,0.065,0.084,0.032,0.078,0.057,0.074,0.112,0.039,0.038,0.074,0.059,0.116,0.064,0.05,0
0.455,0.225,485,1000,0.129,0.067,0.13,0.029,0.051,0.13,0.074,0.066,0.039,0.061,0.031,0.071,0.062,0.034,0.026,0
0.345,0.425,720,1000,0.103,0.075,0.1,0.035,0.053,0.056,0.103,0.075,0.027,0.074,0.053,0.05,0.098,0.052,0.046,1
0.365,0.395,387,1000,0.118,0.093,0.07,0.029,0.064,0.08,0.087,0.075,0.033,0.061,0.059,0.055,0.082,0.046,0.048,1
0.355,0.175,472,1000,0.26,0.064,0.15,0.023,0.024,0.047,0.084,0.022,0.022,0.133,0.031,0.028,0.074,0.021,0.017,1
0.405,0.685,519,1000,0.024,0.07,0.082,0.073,0.147,0.045,0.048,0.076,0.028,0.037,0.057,0.086,0.072,0.069,0.086,1
0.635,0.045,966,1000,0.129,0.003,0.216,0.007,0.013,0.006,0.131,0.006,0.006,0.213,0.008,0.019,0.226,0.005,0.012,1
0.635,0.315,528,1000,0.056,0.106,0.037,0.03,0.062,0.033,0.032,0.061,0.08,0.088,0.166,0.059,0.072,0.061,0.057,1
0.105,0.535,563,1000,0.097,0.017,0.015,0.164,0.02,0.159,0.014,0.027,0.002,0.163,0.024,0.022,0.027,0.231,0.018,1
0.155,0.745,195,1000,0.016,0.041,0.049,0.049,0.091,0.045,0.039,0.088,0.049,0.045,0.084,0.108,0.109,0.095,0.092,0
0.305,0.735,151,1000,0.02,0.045,0.05,0.051,0.088,0.044,0.038,0.098,0.045,0.053,0.095,0.115,0.092,0.087,0.079,0
0.395,0.225,277,1000,0.168,0.13,0.143,0.071,0.082,0.062,0.024,0.038,0.027,0.061,0.04,0.041,0.048,0.04,0.025,1
0.325,0.275,375,1000,0.183,0.093,0.09,0.02,0.041,0.066,0.029,0.037,0.097,0.091,0.084,0.075,0.04,0.032,0.022,0
0.705,0.605,696,1000,0.021,0.06,0.049,0.06,0.106,0.039,0.047,0.077,0.046,0.05,0.104,0.08,0.082,0.086,0.093,1
0.395,0.695,261,1000,0.017,0.047,0.044,0.058,0.082,0.054,0.061,0.094,0.041,0.052,0.088,0.084,0.088,0.095,0.095,0
0.225,0.615,736,1000,0.043,0.051,0.075,0.077,0.116,0.085,0.028,0.056,0.044,0.056,0.064,0.08,0.062,0.101,0.062,0
0.075,0.215,879,1000,0.389,0.04,0.115,0.008,0.006,0.149,0.009,0.012,0.116,0.044,0.016,0.071,0.007,0.011,0.007,1
0.345,0.355,452,1000,0.099,0.08,0.09,0.035,0.044,0.088,0.028,0.054,0.093,0.073,0.097,0.073,0.054,0.061,0.031,0
0.585,0.445,38,1000,0.038,0.069,0.067,0.041,0.085,0.056,0.055,0.094,0.032,0.056,0.076,0.081,0.095,0.07,0.085,0
0.655,0.505,446,1000,0.019,0.049,0.041,0.048,0.082,0.066,0.042,0.084,0.039,0.07,0.075,0.081,0.095,0.125,0.084,1
0.355,0.515,371,1000,0.058,0.051,0.048,0.079,0.072,0.103,0.034,0.062,0.04,0.075,0.064,0.068,0.05,0.128,0.068,1
0.475,0.715,80,1000,0.028,0.077,0.075,0.068,0.15,0.04,0.026,0.071,0.038,0.045,0.079,0.065,0.082,0.087,0.069,1
0.035,0.045,214,1000,0.805,0.029,0.039,0,0.001,0.045,0.001,0.002,0.04,0.028,0.003,0.004,0,0.003,0,1
0.705,0.415,977,1000,0.019,0.072,0.066,0.051,0.114,0.041,0.046,0.088,0.047,0.047,0.091,0.083,0.086,0.079,0.07,0
0.675,0.225,60,1000,0.063,0.131,0.022,0.019,0.05,0.027,0.019,0.051,0.109,0.107,0.217,0.051,0.052,0.044,0.038,1
0.435,0.335,869,1000,0.091,0.063,0.075,0.043,0.038,0.083,0.043,0.052,0.089,0.104,0.075,0.082,0.06,0.064,0.038,0
0.305,0.205,463,1000,0.268,0.073,0.071,0.017,0.027,0.095,0.081,0.053,0.017,0.12,0.035,0.024,0.054,0.052,0.013,0
0.405,0.725,642,1000,0.016,0.048,0.046,0.043,0.085,0.05,0.052,0.09,0.051,0.059,0.09,0.094,0.094,0.095,0.087,0
0.065,0.585,790,1000,0.07,0.111,0.101,0.052,0.091,0.045,0.106,0.097,0.026,0.055,0.028,0.052,0.079,0.044,0.043,0
0.465,0.305,287,1000,0.124,0.068,0.112,0.031,0.051,0.043,0.081,0.064,0.032,0.102,0.049,0.057,0.106,0.046,0.034,1
0.045,0.225,276,1000,0.415,0.021,0.122,0.004,0.006,0.13,0.135,0.039,0.014,0.034,0.004,0.026,0.032,0.011,0.007,0
0.395,0.185,186,1000,0.212,0.159,0.056,0.023,0.023,0.045,0.018,0.035,0.085,0.146,0.1,0.023,0.029,0.029,0.017,1
0.045,0.375,845,1000,0.227,0.036,0.031,0.03,0.022,0.133,0.127,0.06,0.011,0.123,0.023,0.025,0.069,0.06,0.023,0
0.545,0.285,590,1000,0.082,0.101,0.068,0.051,0.082,0.101,0.046,0.108,0.044,0.047,0.053,0.053,0.052,0.069,0.043,0
0.525,0.435,316,1000,0.054,0.068,0.071,0.042,0.062,0.058,0.065,0.082,0.047,0.064,0.054,0.079,0.107,0.073,0.074,0
0.575,0.335,951,1000,0.063,0.06,0.079,0.032,0.051,0.092,0.052,0.082,0.053,0.07,0.067,0.099,0.075,0.072,0.053,0
0.325,0.375,195,1000,0.107,0.067,0.081,0.018,0.053,0.074,0.103,0.096,0.028,0.1,0.046,0.049,0.073,0.066,0.039,0
0.075,0.605,250,1000,0.088,0.008,0.189,0.005,0.016,0.009,0.13,0.013,0.007,0.148,0.022,0.017,0.304,0.029,0.015,1
0.315,0.145,568,1000,0.296,0.062,0.06,0.023,0.011,0.145,0.022,0.02,0.062,0.137,0.046,0.027,0.021,0.046,0.022,0
0.195,0.245,381,1000,0.295,0.105,0.109,0.022,0.028,0.077,0.094,0.046,0.012,0.09,0.017,0.022,0.049,0.019,0.015,0
0.495,0.245,803,1000,0.113,0.103,0.127,0.048,0.087,0.065,0.022,0.035,0.071,0.052,0.061,0.073,0.052,0.048,0.043,0
0.485,0.675,230,1000,0.024,0.036,0.07,0.036,0.084,0.064,0.042,0.086,0.069,0.041,0.093,0.114,0.069,0.09,0.082,1
0.015,0.475,259,1000,0.14,0.107,0.048,0.139,0.08,0.036,0.013,0.027,0.028,0.126,0.087,0.03,0.034,0.084,0.021,0
0.585,0.555,571,1000,0.028,0.059,0.06,0.053,0.086,0.056,0.058,0.081,0.035,0.047,0.085,0.092,0.099,0.074,0.087,1
0.055,0.225,270,1000,0.409,0.033,0.138,0.005,0.002,0.015,0.13,0.013,0.005,0.153,0.005,0.008,0.076,0.005,0.003,1
0.225,0.635,420,1000,0.053,0.119,0.111,0.116,0.206,0.037,0.028,0.053,0.019,0.03,0.047,0.038,0.051,0.051,0.041,1
0.735,0.625,260,1000,0.014,0.043,0.043,0.043,0.11,0.057,0.042,0.085,0.048,0.043,0.098,0.11,0.079,0.084,0.101,0
0.065,0.595,539,1000,0.077,0.013,0.009,0.154,0.012,0.188,0.008,0.009,0.008,0.164,0.017,0.009,0.011,0.311,0.01,1
0.655,0.495,197,1000,0.02,0.066,0.059,0.05,0.092,0.04,0.033,0.089,0.03,0.057,0.091,0.103,0.088,0.099,0.083,0
0.415,0.395,567,1000,0.075,0.061,0.096,0.033,0.067,0.091,0.031,0.071,0.089,0.066,0.075,0.096,0.056,0.057,0.036,1
0.515,0.365,836,1000,0.071,0.087,0.061,0.037,0.064,0.053,0.039,0.066,0.069,0.098,0.113,0.072,0.063,0.062,0.045,1
0.575,0.065,589,1000,0.148,0.205,0.211,0.121,0.201,0.01,0.008,0.012,0.011,0.013,0.01,0.009,0.019,0.01,0.012,1
0.625,0.125,405,1000,0.094,0.022,0.032,0.085,0.022,0.17,0.035,0.038,0.026,0.16,0.035,0.027,0.043,0.179,0.032,0
0.525,0.175,708,1000,0.144,0.176,0.043,0.023,0.03,0.131,0.073,0.148,0.029,0.043,0.044,0.04,0.02,0.029,0.027,1
0.745,0.465,841,1000,0.011,0.056,0.055,0.045,0.111,0.054,0.046,0.078,0.039,0.042,0.083,0.093,0.101,0.1,0.086,0
0.315,0.405,26,1000,0.103,0.089,0.072,0.103,0.091,0.077,0.019,0.053,0.035,0.072,0.058,0.046,0.051,0.088,0.043,0
0.335,0.435,468,1000,0.076,0.056,0.079,0.095,0.1,0.076,0.036,0.049,0.035,0.076,0.052,0.056,0.066,0.097,0.051,0
0.465,0.615,159,1000,0.027,0.046,0.063,0.032,0.069,0.069,0.07,0.113,0.047,0.055,0.065,0.082,0.096,0.08,0.086,0
0.485,0.385,581,1000,0.082,0.046,0.087,0.035,0.073,0.058,0.084,0.076,0.043,0.072,0.059,0.062,0.113,0.059,0.051,1
0.505,0.285,404,1000,0.097,0.132,0.046,0.033,0.04,0.051,0.042,0.058,0.083,0.108,0.118,0.052,0.051,0.042,0.047,1
0.355,0.495,597,1000,0.063,0.055,0.083,0.041,0.058,0.081,0.039,0.062,0.096,0.053,0.071,0.13,0.048,0.062,0.058,1
0.635,0.075,73,1000,0.103,0.019,0.197,0.015,0.025,0.196,0.014,0.026,0.09,0.009,0.023,0.221,0.025,0.02,0.017,0
0.575,0.435,61,1000,0.042,0.07,0.038,0.036,0.074,0.058,0.046,0.091,0.062,0.072,0.131,0.068,0.07,0.081,0.061,1
0.325,0.575,661,1000,0.05,0.055,0.053,0.089,0.104,0.082,0.042,0.07,0.047,0.053,0.049,0.082,0.06,0.102,0.062,0
0.385,0.595,167,1000,0.036,0.064,0.065,0.049,0.08,0.055,0.035,0.064,0.08,0.046,0.099,0.094,0.078,0.086,0.069,0
0.035,0.735,340,1000,0.018,0.053,0.049,0.046,0.085,0.053,0.038,0.114,0.056,0.054,0.082,0.096,0.088,0.083,0.085,0
0.145,0.135,501,1000,0.476,0.085,0.1,0.004,0.011,0.071,0.014,0.01,0.074,0.085,0.023,0.023,0.011,0.011,0.002,0
0.655,0.645,672,1000,0.018,0.045,0.055,0.058,0.111,0.047,0.043,0.077,0.037,0.067,0.1,0.092,0.078,0.099,0.073,1
0.425,0.335,752,1000,0.121,0.089,0.088,0.028,0.059,0.071,0.033,0.051,0.084,0.074,0.082,0.077,0.048,0.055,0.04,0
0.695,0.425,88,1000,0.027,0.044,0.069,0.034,0.08,0.095,0.042,0.069,0.069,0.041,0.083,0.137,0.06,0.074,0.076,1
0.155,0.185,105,1000,0.363,0.11,0.086,0.106,0.049,0.065,0.008,0.019,0.018,0.094,0.021,0.012,0.017,0.029,0.003,1
0.565,0.045,611,1000,0.145,0.016,0.22,0.022,0.013,0.017,0.102,0.008,0.007,0.209,0.013,0.019,0.177,0.025,0.007,0
0.285,0.455,300,1000,0.102,0.067,0.082,0.036,0.051,0.087,0.096,0.083,0.03,0.064,0.042,0.078,0.088,0.054,0.04,0
0.255,0.625,532,1000,0.042,0.026,0.02,0.106,0.069,0.113,0.033,0.05,0.034,0.114,0.05,0.049,0.056,0.194,0.044,1
0.385,0.665,288,1000,0.022,0.05,0.062,0.052,0.086,0.051,0.053,0.092,0.04,0.075,0.08,0.085,0.088,0.077,0.087,0
0.415,0.565,522,1000,0.031,0.057,0.046,0.078,0.083,0.07,0.033,0.077,0.036,0.073,0.081,0.062,0.084,0.126,0.063,1
0.745,0.635,210,1000,0.017,0.039,0.032,0.052,0.074,0.058,0.038,0.1,0.038,0.048,0.098,0.095,0.097,0.116,0.098,0
0.715,0.085,428,1000,0.059,0.013,0.168,0.006,0.023,0.017,0.149,0.017,0.009,0.165,0.015,0.013,0.304,0.022,0.02,1
0.495,0.035,116,1000,0.215,0.236,0.235,0.079,0.157,0.009,0.005,0.01,0.007,0.011,0.008,0.015,0.006,0.004,0.003,1
0.655,0.455,185,1000,0.028,0.084,0.037,0.039,0.066,0.06,0.078,0.124,0.041,0.041,0.091,0.074,0.077,0.067,0.093,1
0.665,0.255,625,1000,0.059,0.032,0.104,0.039,0.054,0.048,0.076,0.062,0.047,0.102,0.08,0.08,0.119,0.053,0.045,0
0.405,0.235,815,1000,0.152,0.116,0.068,0.024,0.054,0.111,0.021,0.057,0.081,0.075,0.07,0.07,0.039,0.036,0.026,0
0.495,0.175,98,1000,0.142,0.145,0.027,0.024,0.04,0.16,0.08,0.147,0.022,0.052,0.038,0.033,0.034,0.032,0.024,1
0.645,0.185,682,1000,0.072,0.021,0.165,0.015,0.041,0.156,0.019,0.047,0.106,0.022,0.039,0.186,0.041,0.034,0.036,1
0.335,0.735,89,1000,0.039,0.038,0.098,0.034,0.053,0.032,0.09,0.066,0.035,0.082,0.075,0.056,0.189,0.067,0.046,1
0.505,0.285,42,1000,0.079,0.102,0.061,0.031,0.072,0.058,0.064,0.083,0.032,0.111,0.089,0.054,0.076,0.038,0.05,0
0.445,0.535,769,1000,0.035,0.057,0.057,0.038,0.064,0.062,0.063,0.092,0.048,0.059,0.073,0.08,0.107,0.091,0.074,0
0.465,0.275,760,1000,0.119,0.055,0.107,0.034,0.049,0.121,0.027,0.053,0.081,0.064,0.046,0.125,0.038,0.049,0.032,1
0.065,0.055,193,1000,0.742,0.033,0.053,0.002,0.001,0.059,0.001,0,0.049,0.044,0.004,0.007,0.002,0.003,0,1
0.225,0.255,798,1000,0.252,0.102,0.101,0.1,0.048,0.067,0.019,0.022,0.013,0.094,0.035,0.034,0.031,0.062,0.02,0
0.255,0.325,343,1000,0.163,0.095,0.072,0.026,0.038,0.107,0.121,0.115,0.017,0.06,0.029,0.034,0.062,0.028,0.033,1
0.535,0.485,143,1000,0.041,0.069,0.055,0.036,0.085,0.057,0.043,0.071,0.062,0.07,0.094,0.104,0.081,0.075,0.057,0
0.105,0.715,626,1000,0.043,0.157,0.015,0.01,0.018,0.018,0.011,0.019,0.145,0.13,0.336,0.026,0.027,0.024,0.021,1
0.345,0.405,879,1000,0.096,0.083,0.081,0.093,0.101,0.068,0.032,0.06,0.039,0.064,0.056,0.06,0.045,0.082,0.04,0
0.615,0.535,137,1000,0.024,0.052,0.057,0.035,0.09,0.055,0.052,0.103,0.05,0.055,0.093,0.091,0.095,0.081,0.067,0
0.365,0.665,617,1000,0.02,0.077,0.042,0.038,0.074,0.086,0.089,0.15,0.037,0.037,0.058,0.073,0.087,0.076,0.056,1
0.535,0.745,115,1000,0.017,0.044,0.055,0.049,0.079,0.039,0.044,0.099,0.056,0.049,0.105,0.097,0.084,0.077,0.106,0
0.045,0.735,914,1000,0.058,0.192,0.18,0.158,0.314,0.008,0.005,0.009,0.006,0.003,0.01,0.017,0.015,0.012,0.013,1
0.045,0.185,860,1000,0.477,0.019,0.026,0.135,0.01,0.131,0.006,0.002,0.003,0.115,0.009,0.002,0.008,0.055,0.002,1
0.685,0.675,94,1000,0.011,0.034,0.037,0.052,0.107,0.063,0.052,0.093,0.049,0.052,0.096,0.083,0.091,0.091,0.089,1
0.315,0.115,527,1000,0.313,0.064,0.158,0.012,0.018,0.155,0.063,0.032,0.023,0.047,0.008,0.049,0.027,0.018,0.013,0
0.155,0.395,828,1000,0.169,0.113,0.095,0.022,0.057,0.061,0.126,0.101,0.016,0.049,0.034,0.043,0.065,0.023,0.026,0
0.445,0.435,787,1000,0.071,0.074,0.065,0.043,0.053,0.058,0.047,0.069,0.084,0.064,0.089,0.094,0.064,0.071,0.054,1
0.605,0.275,39,1000,0.07,0.045,0.135,0.035,0.042,0.11,0.022,0.054,0.081,0.037,0.063,0.146,0.054,0.06,0.046,1
0.605,0.205,576,1000,0.086,0.131,0.022,0.027,0.04,0.035,0.022,0.04,0.097,0.143,0.194,0.033,0.041,0.047,0.042,1
0.365,0.375,703,1000,0.1,0.089,0.068,0.03,0.058,0.084,0.032,0.06,0.08,0.088,0.079,0.093,0.058,0.051,0.03,0
0.195,0.195,554,1000,0.342,0.092,0.096,0.012,0.024,0.09,0.017,0.015,0.097,0.083,0.051,0.035,0.014,0.02,0.012,0
0.185,0.465,218,1000,0.116,0.117,0.04,0.017,0.036,0.038,0.023,0.026,0.134,0.133,0.179,0.044,0.032,0.034,0.031,1
0.265,0.295,437,1000,0.205,0.079,0.091,0.034,0.04,0.067,0.103,0.073,0.028,0.082,0.032,0.037,0.064,0.037,0.028,0
0.435,0.095,19,1000,0.235,0.034,0.167,0.014,0.026,0.186,0.04,0.042,0.05,0.029,0.011,0.094,0.041,0.02,0.011,0
0.095,0.175,220,1000,0.465,0.103,0.103,0.11,0.038,0.054,0.008,0.009,0.006,0.06,0.007,0.007,0.01,0.017,0.003,1
0.145,0.325,649,1000,0.227,0.074,0.126,0.116,0.07,0.057,0.028,0.016,0.015,0.097,0.022,0.024,0.036,0.071,0.021,0
0.095,0.135,61,1000,0.535,0.072,0.079,0.008,0.007,0.056,0.006,0.009,0.073,0.095,0.018,0.018,0.013,0.009,0.002,0
0.055,0.575,700,1000,0.084,0.013,0.185,0.009,0.015,0.162,0.007,0.012,0.177,0.012,0.011,0.275,0.012,0.015,0.011,1
0.295,0.635,764,1000,0.032,0.037,0.029,0.112,0.064,0.098,0.024,0.052,0.024,0.099,0.048,0.052,0.05,0.211,0.068,1
0.165,0.145,346,1000,0.437,0.078,0.075,0.014,0.017,0.087,0.084,0.035,0.009,0.089,0.014,0.015,0.029,0.009,0.008,0
0.505,0.355,862,1000,0.052,0.083,0.072,0.071,0.097,0.072,0.033,0.079,0.036,0.068,0.069,0.08,0.061,0.082,0.045,0
0.065,0.195,5,1000,0.47,0.119,0.117,0.123,0.047,0.032,0.001,0.007,0.006,0.028,0.011,0.011,0.008,0.017,0.003,1
0.665,0.665,200,1000,0.018,0.049,0.05,0.048,0.089,0.041,0.058,0.106,0.04,0.057,0.097,0.077,0.087,0.096,0.087,1
0.735,0.365,455,1000,0.033,0.081,0.034,0.03,0.061,0.076,0.084,0.162,0.039,0.045,0.067,0.068,0.074,0.07,0.076,1
0.155,0.015,703,1000,0.704,0.009,0.138,0.009,0.005,0.101,0.002,0,0.013,0.009,0,0.008,0.001,0.001,0,0
0.095,0.165,814,1000,0.501,0.089,0.053,0.008,0.01,0.052,0.107,0.029,0.004,0.089,0.018,0.004,0.023,0.01,0.003,0
0.455,0.005,926,1000,0.293,0,0.258,0,0,0.239,0,0.001,0.079,0.003,0.002,0.124,0.001,0,0,1
0.285,0.405,22,1000,0.096,0.063,0.068,0.105,0.076,0.095,0.032,0.055,0.024,0.102,0.034,0.055,0.051,0.115,0.029,1
0.205,0.055,570,1000,0.546,0.042,0.136,0.006,0.003,0.127,0.004,0.011,0.046,0.026,0.002,0.031,0.008,0.009,0.003,1
0.615,0.095,274,1000,0.134,0.02,0.207,0.015,0.026,0.016,0.083,0.022,0.013,0.17,0.032,0.028,0.175,0.034,0.025,0
0.365,0.095,118,1000,0.317,0.169,0.176,0.039,0.057,0.035,0.012,0.019,0.043,0.037,0.038,0.024,0.018,0.007,0.009,0
0.175,0.315,704,1000,0.216,0.137,0.055,0.017,0.026,0.115,0.127,0.1,0.02,0.058,0.019,0.02,0.047,0.02,0.023,1
0.285,0.655,829,1000,0.029,0.061,0.049,0.036,0.08,0.055,0.059,0.094,0.053,0.062,0.065,0.079,0.085,0.117,0.076,0
0.285,0.465,115,1000,0.076,0.049,0.105,0.041,0.039,0.093,0.032,0.059,0.11,0.054,0.067,0.142,0.062,0.033,0.038,1
0.425,0.565,857,1000,0.049,0.064,0.08,0.029,0.066,0.058,0.07,0.093,0.04,0.058,0.068,0.082,0.112,0.068,0.063,0
0.175,0.245,271,1000,0.308,0.066,0.077,0.11,0.037,0.105,0.021,0.016,0.012,0.118,0.01,0.015,0.018,0.075,0.012,1
0.515,0.275,23,1000,0.096,0.065,0.059,0.048,0.049,0.131,0.064,0.075,0.026,0.092,0.057,0.053,0.074,0.086,0.025,0
0.015,0.705,289,1000,0.027,0.069,0.059,0.043,0.083,0.064,0.047,0.091,0.053,0.046,0.103,0.101,0.079,0.066,0.069,0
0.055,0.255,912,1000,0.352,0.141,0.037,0.009,0.008,0.125,0.015,0.038,0.124,0.03,0.039,0.05,0.012,0.013,0.007,0
0.155,0.255,72,1000,0.284,0.113,0.065,0.01,0.013,0.121,0.107,0.082,0.017,0.074,0.02,0.017,0.038,0.025,0.014,1
0.105,0.325,265,1000,0.244,0.139,0.051,0.128,0.061,0.049,0.013,0.019,0.028,0.126,0.034,0.013,0.02,0.063,0.012,0
0.475,0.365,1000,1000,0.081,0.079,0.064,0.032,0.069,0.086,0.088,0.12,0.029,0.07,0.047,0.059,0.079,0.05,0.047,1
0.585,0.635,995,1000,0.03,0.056,0.048,0.045,0.08,0.051,0.049,0.092,0.062,0.05,0.097,0.09,0.089,0.081,0.08,1
0.615,0.435,879,1000,0.044,0.052,0.056,0.049,0.077,0.044,0.052,0.069,0.031,0.07,0.094,0.103,0.1,0.089,0.07,0
0.025,0.685,100,1000,0.063,0.005,0.176,0.007,0.006,0.166,0.002,0.01,0.167,0.005,0.003,0.366,0.01,0.007,0.007,1
0.315,0.465,764,1000,0.079,0.054,0.051,0.087,0.067,0.098,0.032,0.054,0.037,0.088,0.06,0.053,0.055,0.138,0.047,1
0.615,0.615,52,1000,0.03,0.041,0.039,0.049,0.083,0.058,0.055,0.097,0.046,0.06,0.085,0.087,0.097,0.084,0.089,1
0.515,0.185,756,1000,0.129,0.15,0.14,0.085,0.149,0.039,0.022,0.044,0.036,0.04,0.034,0.045,0.033,0.031,0.023,1
0.605,0.175,302,1000,0.092,0.154,0.151,0.095,0.183,0.035,0.025,0.035,0.026,0.026,0.039,0.032,0.039,0.036,0.032,1
0.145,0.535,13,1000,0.077,0.086,0.051,0.095,0.107,0.07,0.026,0.044,0.037,0.113,0.062,0.042,0.043,0.098,0.049,0
0.135,0.225,779,1000,0.366,0.098,0.07,0.016,0.014,0.068,0.112,0.042,0.01,0.107,0.026,0.007,0.044,0.015,0.005,0
0.185,0.745,604,1000,0.047,0.125,0.017,0.022,0.047,0.021,0.023,0.038,0.113,0.138,0.254,0.042,0.038,0.033,0.042,1
0.295,0.615,72,1000,0.039,0.033,0.086,0.034,0.051,0.033,0.117,0.066,0.029,0.105,0.059,0.056,0.178,0.064,0.05,1
0.395,0.685,492,1000,0.02,0.042,0.045,0.053,0.1,0.058,0.039,0.082,0.047,0.067,0.078,0.1,0.081,0.108,0.08,0
0.125,0.725,979,1000,0.05,0.014,0.013,0.135,0.023,0.145,0.011,0.029,0.018,0.154,0.028,0.019,0.032,0.295,0.034,1
0.095,0.235,484,1000,0.359,0.051,0.146,0.011,0.006,0.132,0.007,0.01,0.125,0.026,0.025,0.079,0.01,0.009,0.004,1
0.345,0.595,860,1000,0.042,0.06,0.054,0.024,0.088,0.057,0.072,0.113,0.039,0.068,0.077,0.067,0.093,0.068,0.078,0
